Year,Make,Model,Trim,Chassis Code,Price,Tire size,Length (in),Height (in),Width (in),Cargo Volume (cu ft),Turning radius (ft),"Wheel dimensions(diameter,width)",,Wheelbase (in),Track width front,Track width rear,Engine Code,Engine Displacement ,Engine cylinder configuration,Number of cylinders,Horsepower, @ rpm,Power-to-weight ratio,Torque(lb-ft),torque @ rpm,Bore(mm),Compression ratio,Stroke length (mm),City MPG,Highway MPG,Combined MPG,Annual Fuel Consumption,Energy consumption(oil barrels/year),Fuel Tank Capacity,Transmission,Towing capacity,Driveline,Payload,Curb weight(lbs),Gross vehicle weight rating,Warranty(y/mi),Body style
2012,Nissan,Altima,S,L32,30660,P215/55R17,180.9,55.9,70.7,8.2,34.7,17,7.5,105.3,61,61.2,QR25DE,2.5L,Inline,4,170,5600,110.35,175,3600,89,9.5,100,23,31,26,576.4,13.7,20,6 Manual,1000,FWD,1505,3081,4586,3/36k mi,Coupe
2001,Lexus,IS,300,JCE10,,215/45ZR17,176.6,54.9,67.7,10.1,34.1,17,7,105.1,59,59,2JZ-GE,3.0L,Inline,6,215,5800,131.5,218,3800,86,10.5,86,18,23,20,751.8,17.9,17.5,5 Automatic,2646,RWD,1035,3270,4305,"4 /50k, 6/70k/powertrain",Sedan
2002,Lexus,IS,300,GXE10,59827,215/45ZR17,176.6,54.9,67.7,10.1,34.1,17,7,105.1,59,59,2JZ-GE,3.0L,Inline,6,215,5800,131.5,218,3800,86,10.5,86,18,23,20,751.8,17.9,17.5,5 Manual,2646,RWD,1035,3270,4305,4/50k mi,Sedan
2002,Lexus,IS,300,JCE10,,215/45ZR17,176.6,54.9,67.7,10.1,34.1,17,7,105.1,59,59,2JZ-GE,3.0L,Inline,6,215,5800,131.5,218,3800,86,10.5,86,18,23,20,751.8,17.9,17.5,5 Automatic,2646,RWD,1035,3270,4305,"4 /50k, 6/70k/powertrain",Sedan
2003,Lexus,IS,300,JCE10,51159,215/45ZR17,176.6,54.9,67.7,10.1,34.1,17,7,105.1,59,59,2JZ-GE,3.0L,Inline,6,215,5800,131.5,218,3800,86,10.5,86,18,23,20,751.8,17.9,17.5,5 Manual,2646,RWD,1035,3270,4305,4/50k mi,Sedan
2003,Lexus,IS,300,JCE10,,215/45ZR17,176.6,54.9,67.7,10.1,34.1,17,7,105.1,59,59,2JZ-GE,3.0L,Inline,6,215,5800,131.5,218,3800,86,10.5,86,18,23,20,751.8,17.9,17.5,5 Automatic,2646,RWD,1035,3270,4305,"4 /50k, 6/70k/powertrain",Sedan
2004,Lexus,IS,300,XE10,49832,215/45ZR17,176.6,54.9,67.7,10.1,34.1,17,7,105.1,59,59,2JZ-GE,3.0L,Inline,6,215,5800,131.5,218,3800,86,10.5,86,18,23,20,751.8,17.9,17.5,5 Manual,2646,RWD,1035,3270,4305,4/50k mi,Sedan
2004,Lexus,IS,300,XE10,,215/45ZR17,176.6,54.9,67.7,10.1,34.1,17,7,105.1,59,59,2JZ-GE,3.0L,Inline,6,215,5800,131.5,218,3800,86,10.5,86,18,23,20,751.8,17.9,17.5,5 Automatic,2646,RWD,1035,3270,4305,"4 /50k, 6/70k/powertrain",Sedan
2005,Lexus,IS,300,XE10,48690,215/45ZR17,176.6,54.9,67.7,10.1,34.1,17,7,105.1,59,59,2JZ-GE,3.0L,Inline,6,215,5800,131.5,218,3800,86,10.5,86,18,23,20,751.8,17.9,17.5,5 Manual,2646,RWD,1035,3270,4305,4/50k mi,Sedan
2005,Lexus,IS,300,JCE10,,215/45ZR17,176.6,54.9,67.7,10.1,34.1,17,7,105.1,59,59,2JZ-GE,3.0L,Inline,6,215,5800,131.5,218,3800,86,10.5,86,18,23,20,751.8,17.9,17.5,5 Automatic,2646,RWD,1035,3270,4305,"4 /50k, 6/70k/powertrain",Sedan
1995,Nissan,Maxima,GXE,A32,41966,205/65R15,187.8,55.9,69.7,15.5,34.8,15,6.5,106.3,59.8,59.1,VQ30DE,3.0L,V,6,190,"5,600",126.62,205,"4,000",93,9,73.3,19,25,21.3,704.2,16.8,18.5,5 Manual,1000,FWD,1419,3001,4420,3/36k mi,Sedan
1995,Nissan,Maxima,GXE,A32,,205/65R15,187.8,55.9,69.7,15.5,34.8,15,6.5,106.3,59.8,59.1,VQ30DE,3.0L,V,6,190,"5,600",126.62,205,"4,000",93,9,73.3,18,26,20.9,717.9,17.1,18.5,4 Automatic,1000,FWD,1419,3001,4420,"3/36,000, 5/60,000/powertrain",Sedan
1995,Nissan,Maxima,SE,A32,45743,215/60R15,187.8,55.9,69.7,15.5,34.8,15,6.5,106.3,59.8,59.1,VQ30DE,3.0L,V,6,190,"5,600",126.62,205,"4,000",93,9,73.3,19,25,21.3,704.2,16.8,18.5,5 Manual,1000,FWD,1419,3001,4420,3/36k mi,Sedan
1995,Nissan,Maxima,SE,A32,,215/60R15,187.8,55.9,69.7,15.5,34.8,15,6.5,106.3,59.8,59.1,VQ30DE,3.0L,V,6,190,"5,600",126.62,205,"4,000",93,9,73.3,18,26,20.9,717.9,17.1,18.5,4 Automatic,1000,FWD,1419,3001,4420,"3/36,000, 5/60,000/powertrain",Sedan
1995,Nissan,Maxima,GLE,A32,,205/65R15,187.8,55.9,69.7,15.5,34.8,15,6.5,106.3,59.8,59.1,VQ30DE,3.0L,V,6,190,"5,600",126.62,205,"4,000",93,9,73.3,18,26,20.9,717.9,17.1,18.5,4 Automatic,1000,FWD,1419,3001,4420,"3/36,000, 5/60,000/powertrain",Sedan
1996,Nissan,Maxima,GXE,A32,42801,205/65R15,187.8,55.9,69.7,15.5,34.8,15,6.5,106.3,59.8,59.1,VQ30DE,3.0L,V,6,190,"5,600",126.62,205,"4,000",93,9,73.3,19,25,21.3,704.2,16.8,18.5,5 Manual,1000,FWD,1419,3001,4420,3/36k mi,Sedan
1996,Nissan,Maxima,GXE,A32,,205/65R15,187.8,55.9,69.7,15.5,34.8,15,6.5,106.3,59.8,59.1,VQ30DE,3.0L,V,6,190,"5,600",126.62,205,"4,000",93,9,73.3,18,26,20.9,717.9,17.1,18.5,4 Automatic,1000,FWD,1419,3001,4420,"3/36,000, 5/60,000/powertrain",Sedan
1996,Nissan,Maxima,SE,A32,46225,215/60R15,187.8,55.9,69.7,15.5,34.8,15,6.5,106.3,59.8,59.1,VQ30DE,3.0L,V,6,190,"5,600",126.62,205,"4,000",93,9,73.3,19,25,21.3,704.2,16.8,18.5,5 Manual,1000,FWD,1419,3001,4420,3/36k mi,Sedan
1996,Nissan,Maxima,SE,A32,,215/60R15,187.8,55.9,69.7,15.5,34.8,15,6.5,106.3,59.8,59.1,VQ30DE,3.0L,V,6,190,"5,600",126.62,205,"4,000",93,9,73.3,18,26,20.9,717.9,17.1,18.5,4 Automatic,1000,FWD,1419,3001,4420,"3/36,000, 5/60,000/powertrain",Sedan
1996,Nissan,Maxima,GLE,A32,,205/65R15,187.8,55.9,69.7,15.5,34.8,15,6.5,106.3,59.8,59.1,VQ30DE,3.0L,V,6,190,"5,600",126.62,205,"4,000",93,9,73.3,18,26,20.9,717.9,17.1,18.5,4 Automatic,1000,FWD,1419,3001,4420,"3/36,000, 5/60,000/powertrain",Sedan
1997,Nissan,Maxima,GXE,A32,42837,205/65R15,187.8,55.9,69.7,15.5,34.8,15,6.5,106.3,59.8,59.1,VQ30DE,3.0L,V,6,190,"5,600",126.62,205,"4,000",93,9,73.3,19,25,21.3,704.2,16.8,18.5,5 Manual,1000,FWD,1419,3001,4420,3/36k mi,Sedan
1997,Nissan,Maxima,GXE,A32,,205/65R15,187.8,55.9,69.7,15.5,34.8,15,6.5,106.3,59.8,59.1,VQ30DE,3.0L,V,6,190,"5,600",126.62,205,"4,000",93,9,73.3,18,26,20.9,717.9,17.1,18.5,4 Automatic,1000,FWD,1419,3001,4420,"3/36,000, 5/60,000/powertrain",Sedan
1997,Nissan,Maxima,SE,A32,46424,215/60R15,187.8,55.9,69.7,15.5,34.8,15,6.5,106.3,59.8,59.1,VQ30DE,3.0L,V,6,190,"5,600",126.62,205,"4,000",93,9,73.3,19,25,21.3,704.2,16.8,18.5,5 Manual,1000,FWD,1419,3001,4420,3/36k mi,Sedan
1997,Nissan,Maxima,SE,A32,,215/60R15,187.8,55.9,69.7,15.5,34.8,15,6.5,106.3,59.8,59.1,VQ30DE,3.0L,V,6,190,"5,600",126.62,205,"4,000",93,9,73.3,18,26,20.9,717.9,17.1,18.5,4 Automatic,1000,FWD,1419,3001,4420,"3/36,000, 5/60,000/powertrain",Sedan
1997,Nissan,Maxima,GLE,A32,,205/65R15,187.8,55.9,69.7,15.5,34.8,15,6.5,106.3,59.8,59.1,VQ30DE,3.0L,V,6,190,"5,600",126.62,205,"4,000",93,9,73.3,18,26,20.9,717.9,17.1,18.5,4 Automatic,1000,FWD,1419,3001,4420,"3/36,000, 5/60,000/powertrain",Sedan
1998,Nissan,Maxima,GXE,A32,42180,205/65R15,187.8,55.9,69.7,15.5,34.8,15,6.5,106.3,59.8,59.1,VQ30DE,3.0L,V,6,190,"5,600",126.62,205,"4,000",93,9,73.3,19,25,21.3,704.2,16.8,18.5,5 Manual,1000,FWD,1419,3001,4420,3/36k mi,Sedan
1998,Nissan,Maxima,GXE,A32,,205/65R15,187.8,55.9,69.7,15.5,34.8,15,6.5,106.3,59.8,59.1,VQ30DE,3.0L,V,6,190,"5,600",126.62,205,"4,000",93,9,73.3,18,26,20.9,717.9,17.1,18.5,4 Automatic,1000,FWD,1419,3001,4420,"3/36,000, 5/60,000/powertrain",Sedan
1998,Nissan,Maxima,SE,A32,46104,215/60R15,187.8,55.9,69.7,15.5,34.8,15,6.5,106.3,59.8,59.1,VQ30DE,3.0L,V,6,190,"5,600",126.62,205,"4,000",93,9,73.3,19,25,21.3,704.2,16.8,18.5,5 Manual,1000,FWD,1419,3001,4420,3/36k mi,Sedan
1998,Nissan,Maxima,SE,A32,,215/60R15,187.8,55.9,69.7,15.5,34.8,15,6.5,106.3,59.8,59.1,VQ30DE,3.0L,V,6,190,"5,600",126.62,205,"4,000",93,9,73.3,18,26,20.9,717.9,17.1,18.5,4 Automatic,1000,FWD,1419,3001,4420,"3/36,000, 5/60,000/powertrain",Sedan
1998,Nissan,Maxima,GLE,A32,,205/65R15,187.8,55.9,69.7,15.5,34.8,15,6.5,106.3,59.8,59.1,VQ30DE,3.0L,V,6,190,"5,600",126.62,205,"4,000",93,9,73.3,18,26,20.9,717.9,17.1,18.5,4 Automatic,1000,FWD,1419,3001,4420,"3/36,000, 5/60,000/powertrain",Sedan
1999,Nissan,Maxima,GXE,A32,41269,205/65R15,187.8,55.9,69.7,15.5,34.8,15,6.5,106.3,59.8,59.1,VQ30DE,3.0L,V,6,190,"5,600",126.62,205,"4,000",93,9.5,73.3,19,25,21.3,704.2,16.8,18.5,5 Manual,1000,FWD,1419,3001,4420,3/36k mi,Sedan
1999,Nissan,Maxima,GXE,A32,,205/65R15,187.8,55.9,69.7,15.5,34.8,15,6.5,106.3,59.8,59.1,VQ30DE,3.0L,V,6,190,"5,600",126.62,205,"4,000",93,9.5,73.3,18,26,20.9,717.9,17.1,18.5,4 Automatic,1000,FWD,1419,3001,4420,"3/36,000, 5/60,000/powertrain",Sedan
1999,Nissan,Maxima,SE,A32,45108,215/60R15,187.8,55.9,69.7,15.5,34.8,15,6.5,106.3,59.8,59.1,VQ30DE,3.0L,V,6,190,"5,600",126.62,205,"4,000",93,9.5,73.3,19,25,21.3,704.2,16.8,18.5,5 Manual,1000,FWD,1419,3001,4420,3/36k mi,Sedan
1999,Nissan,Maxima,SE ,A32,,215/60R15,187.8,55.9,69.7,15.5,34.8,15,6.5,106.3,59.8,59.1,VQ30DE,3.0L,V,6,190,"5,600",126.62,205,"4,000",93,9.5,73.3,18,26,20.9,717.9,17.1,18.5,4 Automatic,1000,FWD,1419,3001,4420,"3/36,000, 5/60,000/powertrain",Sedan
1999,Nissan,Maxima,SE-L,A32,45108,215/60R15,187.8,55.9,69.7,15.5,34.8,15,6.5,106.3,59.8,59.1,VQ30DE,3.0L,V,6,190,"5,600",126.62,205,"4,000",93,9.5,73.3,19,25,21.3,704.2,16.8,18.5,5 Manual,1000,FWD,1419,3001,4420,3/36k mi,Sedan
1999,Nissan,Maxima,SE-L,A32,,215/60R15,187.8,55.9,69.7,15.5,34.8,15,6.5,106.3,59.8,59.1,VQ30DE,3.0L,V,6,190,"5,600",126.62,205,"4,000",93,9.5,73.3,18,26,20.9,717.9,17.1,18.5,4 Automatic,1000,FWD,1419,3001,4420,"3/36,000, 5/60,000/powertrain",Sedan
1999,Nissan,Maxima,GLE,A32,,205/65R15,187.8,55.9,69.7,15.5,34.8,15,6.5,106.3,59.8,59.1,VQ30DE,3.0L,V,6,190,"5,600",126.62,205,"4,000",93,9.5,73.3,18,26,20.9,717.9,17.1,18.5,4 Automatic,1000,FWD,1419,3001,4420,"3/36,000, 5/60,000/powertrain",Sedan
2000,Nissan,Maxima,GXE,A33,39091,205/65R15,193.7,56.5,70.1,18.4,35.4,15,6,108.3,60.2,59.4,VQ30DE,3.0L,V,6,222,"6,400",134.79,217,"4,000",93,10,73.3,19,25,21.3,704.2,16.8,18.5,5 Manual,1000,FWD,1001,3294,4295,3/36k mi,Sedan
2000,Nissan,Maxima,GXE,A33,,205/65R15,193.7,56.5,70.1,18.4,35.4,15,6,108.3,60.2,59.4,VQ30DE,3.0L,V,6,222,"6,400",134.79,217,"4,000",93,10,73.3,17,24,19.6,766.5,18.3,18.5,4 Automatic,1000,FWD,1001,3294,4295,"3/36,000, 5/60,000/powertrain",Sedan
2000,Nissan,Maxima,SE,A33,43919,215/55R16,193.7,56.5,70.1,18.4,35.4,16,6.5,108.3,60.2,59.4,VQ30DE-K,3.0L,V,6,227,"6,400",137.83,227,"4,000",93,10,73.3,19,25,21.3,704.2,16.8,18.5,5 Manual,1000,FWD,1001,3294,4295,3/36k mi,Sedan
2000,Nissan,Maxima,SE,A33,,215/55R16,193.7,56.5,70.1,18.4,35.4,16,6.5,108.3,60.2,59.4,VQ30DE-K,3.0L,V,6,227,"6,400",137.83,227,"4,000",93,10,73.3,19,25,21.3,704.2,16.8,18.5,4 Automatic,1000,FWD,1001,3294,4295,"3/36,000, 5/60,000/powertrain",Sedan
2000,Nissan,Maxima,GLE,A33,,215/55R16,193.7,56.5,70.1,18.4,35.4,16,6.5,108.3,60.2,59.4,VQ30DE,3.0L,V,6,222,"6,400",134.79,217,"4,000",93,10,73.3,18,26,20.9,717.9,17.1,18.5,4 Automatic,1000,FWD,1001,3294,4295,"3/36,000, 5/60,000/powertrain",Sedan
2001,Nissan,Maxima,GXE,A33,38370,205/65R15,193.7,56.5,70.1,18.4,35.4,15,6,108.3,60.2,59.4,VQ30DE,3.0L,V,6,222,"6,400",134.79,217,"4,000",93,10,73.3,19,25,21.3,704.2,16.8,18.5,5 Manual,1000,FWD,1001,3294,4295,3/36k mi,Sedan
2001,Nissan,Maxima,GXE,A33,,205/65R15,193.7,56.5,70.1,18.4,35.4,15,6,108.3,60.2,59.4,VQ30DE,3.0L,V,6,222,"6,400",134.79,217,"4,000",93,10,73.3,17,24,19.6,766.5,18.3,18.5,4 Automatic,1000,FWD,1001,3294,4295,"3/36,000, 5/60,000/powertrain",Sedan
2001,Nissan,Maxima,SE,A33,43065,215/55R16,193.7,56.5,70.1,18.4,35.4,16,6.5,108.3,60.2,59.4,VQ30DE-K,3.0L,V,6,227,"6,400",137.83,227,"4,000",93,10,73.3,19,25,21.3,704.2,16.8,18.5,5 Manual,1000,FWD,1001,3294,4295,3/36k mi,Sedan
2001,Nissan,Maxima,SE,A33,,215/55R16,193.7,56.5,70.1,18.4,35.4,16,6.5,108.3,60.2,59.4,VQ30DE-K,3.0L,V,6,227,"6,400",137.83,227,"4,000",93,10,73.3,17,24,19.6,766.5,18.3,18.5,4 Automatic,1000,FWD,1001,3294,4295,"3/36,000, 5/60,000/powertrain",Sedan
2001,Nissan,Maxima,GLE,A33,,215/55R16,193.7,56.5,70.1,18.4,35.4,16,6.5,108.3,60.2,59.4,VQ30DE,3.0L,V,6,222,"6,400",134.79,217,"4,000",93,10,73.3,17,24,19.6,766.5,18.3,18.5,4 Automatic,1000,FWD,1001,3294,4295,"3/36,000, 5/60,000/powertrain",Sedan
2002,Nissan,Maxima,GXE,A33,,205/65R15,193.7,56.5,70.1,18.4,35.4,15,6,108.3,60.2,59.4,VQ35DE,3.5L,V,6,255,"5,800",154.83,246,"4,400",95.5,10.3,81.4,18,27,21.2,708.3,16.9,18.5,4 Automatic,1000,FWD,1001,3294,4295,"3/36,000, 5/60,000/powertrain",Sedan
2002,Nissan,Maxima,SE,A33,45239,215/55R16,193.7,56.5,70.1,18.4,35.4,16,6.5,108.3,60.2,59.4,VQ35DE,3.5L,V,6,255,"5,800",154.83,246,"4,400",95.5,10.3,81.4,19,26,21.6,693.8,16.5,18.5,6 Manual,1000,FWD,1001,3294,4295,3/36k mi,Sedan
2002,Nissan,Maxima,SE,A33,,215/55R16,193.7,56.5,70.1,18.4,35.4,16,6.5,108.3,60.2,59.4,VQ35DE,3.5L,V,6,255,"5,800",154.83,246,"4,400",95.5,10.3,81.4,18,27,21.2,708.3,16.9,18.5,4 Automatic,1000,FWD,1001,3294,4295,"3/36,000, 5/60,000/powertrain",Sedan
2002,Nissan,Maxima,GLE,A33,,215/55R16,193.7,56.5,70.1,18.4,35.4,16,6.5,108.3,60.2,59.4,VQ35DE,3.5L,V,6,255,"5,800",154.83,246,"4,400",95.5,10.3,81.4,18,27,21.2,708.3,16.9,18.5,4 Automatic,1000,FWD,1001,3294,4295,"3/36,000, 5/60,000/powertrain",Sedan
2003,Nissan,Maxima,GXE,A33,,205/65R15,193.7,56.5,70.1,18.4,35.4,15,6,108.3,60.2,59.4,VQ35DE,3.5L,V,6,255,"5,800",154.83,246,"4,400",95.5,10.3,81.4,18,27,21.2,708.3,16.9,18.5,4 Automatic,1000,FWD,1001,3294,4295,"3/36,000, 5/60,000/powertrain",Sedan
2003,Nissan,Maxima,SE,A33,44579,215/55R16,193.7,56.5,70.1,18.4,35.4,16,6.5,108.3,60.2,59.4,VQ35DE,3.5L,V,6,255,"5,800",154.83,246,"4,400",95.5,10.3,81.4,19,26,21.6,693.8,16.5,18.5,6 Manual,1000,FWD,1001,3294,4295,3/36k mi,Sedan
2003,Nissan,Maxima,SE,A33,,215/55R16,193.7,56.5,70.1,18.4,35.4,16,6.5,108.3,60.2,59.4,VQ35DE,3.5L,V,6,255,"5,800",154.83,246,"4,400",95.5,10.3,81.4,18,27,21.2,708.3,16.9,18.5,4 Automatic,1000,FWD,1001,3294,4295,"3/36,000, 5/60,000/powertrain",Sedan
2003,Nissan,Maxima,GLE,A33,,215/55R16,193.7,56.5,70.1,18.4,35.4,16,6.5,108.3,60.2,59.4,VQ35DE,3.5L,V,6,255,"5,800",154.83,246,"4,400",95.5,10.3,81.4,18,27,21.2,708.3,16.9,18.5,4 Automatic,1000,FWD,1001,3294,4295,"3/36,000, 5/60,000/powertrain",Sedan
2004,Nissan,Maxima,SE,A34,45648,225/55R17,193.5,58.3,71.7,15.5,40,18,7.5,111.2,61,61.2,VQ35DE,3.5L,V,6,265,"5,800",152.87,255,"4,400",95.5,10.3,81.4,18,27,21.2,708.3,16.9,20.1,6 Manual,1000,FWD,1079,3467,4546,3/36k mi,Sedan
2004,Nissan,Maxima,SE,A34,,225/55R17,193.5,58.3,71.7,15.5,40,18,7.5,111.2,61,61.2,VQ35DE,3.5L,V,6,265,"5,800",152.87,255,"4,400",95.5,10.3,81.4,18,26,20.9,717.9,17.1,20.1,5 Automatic,1000,FWD,1079,3467,4546,"3/36,000, 5/60,000/powertrain",Sedan
2004,Nissan,Maxima,SL,A34,,245/45R18,193.5,58.3,71.7,15.5,40,17,7,111.2,61,61.2,VQ35DE,3.5L,V,6,265,"5,800",152.87,255,"4,400",95.5,10.3,81.4,18,25,20.6,728.3,17.3,20.1,4 Automatic,1000,FWD,1079,3467,4546,"3/36,000, 5/60,000/powertrain",Sedan
2005,Nissan,Maxima,SE,A34,45994,225/55R17,193.5,58.3,71.7,15.5,40,18,7.5,111.2,61,61.2,VQ35DE,3.5L,V,6,265,"5,800",152.87,255,"4,400",95.5,10.3,81.4,18,27,21.2,708.3,16.9,20.1,6 Manual,1000,FWD,1079,3467,4546,3/36k mi,Sedan
2005,Nissan,Maxima,SE,A34,,225/55R17,193.5,58.3,71.7,15.5,40,18,7.5,111.2,61,61.2,VQ35DE,3.5L,V,6,265,"5,800",152.87,255,"4,400",95.5,10.3,81.4,18,26,20.9,717.9,17.1,20.1,5 Automatic,1000,FWD,1079,3467,4546,"3/36,000, 5/60,000/powertrain",Sedan
2005,Nissan,Maxima,SL,A34,,245/45R18,193.5,58.3,71.7,15.5,40,17,7,111.2,61,61.2,VQ35DE,3.5L,V,6,265,"5,800",152.87,255,"4,400",95.5,10.3,81.4,18,26,20.9,717.9,17.1,20.1,5 Automatic,1000,FWD,1079,3467,4546,"3/36,000, 5/60,000/powertrain",Sedan
2006,Nissan,Maxima,SE,A34,45256,225/55R17,193.5,58.3,71.7,15.5,40,18,7.5,111.2,61,61.2,VQ35DE,3.5L,V,6,265,"5,800",151.39,255,"4,400",95.5,10.3,81.4,18,27,21.2,708.3,16.9,20.1,6 Manual,1000,FWD,1045,3501,4546,3/36k mi,Sedan
2006,Nissan,Maxima,SE,A34,,225/55R17,193.5,58.3,71.7,15.5,40,18,7.5,111.2,61,61.2,VQ35DE,3.5L,V,6,265,"5,800",151.39,255,"4,400",95.5,10.3,81.4,18,26,20.9,717.9,17.1,20.1,5 Automatic,1000,FWD,1045,3501,4546,"3/36,000, 5/60,000/powertrain",Sedan
2006,Nissan,Maxima,SL,A34,,245/45R18,193.5,58.3,71.7,15.5,40,17,7,111.2,61,61.2,VQ35DE,3.5L,V,6,265,"5,800",151.39,255,"4,400",95.5,10.3,81.4,18,26,20.9,717.9,17.1,20.1,5 Automatic,1000,FWD,1045,3501,4546,"3/36,000, 5/60,000/powertrain",Sedan
1999,Honda,Civic,Si,EM1,34283,195/50 R15,175.1,54.1,67.1,11.9,32.8,15,6,103.2,58.1,58.1,B16A2,1.6L,Inline,4,160,"7,600",122.51,111,"7,000",81,10.2,77.4,26,31,28,535,12.7,11.9,5 Manual,992,FWD,288,2612,2900,3/36k mi,Coupe
2000,Honda,Civic,Si,EM1,32583,195/50 R15,175.1,54.1,67.1,11.9,32.8,15,6,103.2,58.1,58.1,B16A2,1.6L,Inline,4,160,"7,600",122.51,111,"7,000",81,10.2,77.4,26,31,28,535,12.7,11.9,5 Manual,992,FWD,288,2612,2900,3/36k mi,Coupe
2006,Honda,Civic,Si,FG2,32186,215/45R17,174.8,53.5,68.9,11.5,35.6,17,7,104.3,59,60.1,K20Z3,2.0L,Inline,4,197,"7,800",137.28,139,"6,100",86,11.5,86,20,29,23.2,645.3,15.4,13.2,6 Manual,992,FWD,330,2870,3200,3/36k mi,Coupe
2007,Honda,Civic,Si,FG2,32535,215/45R17,174.8,53.5,68.9,11.5,35.6,17,7,104.3,59,60.1,K20Z3,2.0L,Inline,4,197,"7,800",137.28,139,"6,100",86,11.5,86,20,29,23.2,645.3,15.4,13.2,6 Manual,992,FWD,330,2870,3200,3/36k mi,Coupe
2008,Honda,Civic,Si,FA5,31653,215/45R17,176.7,56.5,68.9,11.5,35.4,17,7,106.3,59,60.2,K20Z3,2.0L,Inline,4,197,"7,800",134.24,139,"6,200",86,11.5,86,22,31,25.3,592.7,14.1,13.2,6 Manual,992,FWD,365,2935,3300,3/36k mi,Sedan
2009,Honda,Civic,Si,FG2,32653,215/45R17,174.8,53.5,68.9,11.5,35.6,17,7,104.3,59,60.1,K20Z3,2.0L,Inline,4,197,"7,800",137.28,139,"6,100",86,11.5,86,20,29,23.2,645.3,15.4,13.2,6 Manual,992,FWD,330,2870,3200,3/36k mi,Coupe
2010,Honda,Civic,Si,FG2,32346,215/45R17,174.8,53.5,68.9,11.5,35.6,17,7,104.3,59,60.1,K20Z3,2.0L,Inline,4,197,"7,800",137.28,139,"6,100",86,11.5,86,20,29,23.2,645.3,15.4,13.2,6 Manual,992,FWD,330,2870,3200,3/36k mi,Coupe
2011,Honda,Civic,Si,FG2,31569,215/45R17,174.8,53.5,68.9,11.5,35.6,17,7,104.3,59,60.1,K20Z3,2.0L,Inline,4,197,"7,800",137.28,139,"6,100",86,11.5,86,20,29,23.2,645.3,15.4,13.2,6 Manual,992,FWD,330,2870,3200,3/36k mi,Coupe
